renglon,año,ent,id_ent,cvegeo,pob,pobh,pobm,nac,defs,emigintnal,inmigintnal,emigest,inmigest,crecnat,crecsoct,crect,e0h,e0m,e0,mnest,mnintnal,tmih,tmim,tmi,tbm,tbn,tcn,tcs,tc,temigest,tinmigest,tmnetest,tmnetintnal,tgf
353,2014,Distrito Federal,9,9,8874724.175,4238757.348,4635966.827,129569.6894,58227,12296.71823,5694.706295,151448.3762,67231.33366,71342.68945,-90819.0545,-19476.36506,73.60301461,78.43834277,75.96171128,-84217.04256,-6602.011939,12.02368328,9.78290594,10.93062116,6.560992641,14.59985538,0.803886273,-1.023345095,-0.219458821,1.706513614,0.757559698,-0.948953916,-0.074391179,1.790508657
354,2015,Distrito Federal,9,9,8854599.512,4227296.538,4627302.974,127629.4062,59069,12173.23119,5683.955394,150435.1461,67811.21874,68560.40616,-89113.2032,-20552.79704,73.75405423,78.53737427,76.08738108,-82623.9274,-6489.275793,11.77588774,9.581290483,10.7053525,6.670996234,14.41391064,0.774291441,-1.006405802,-0.232114361,1.698949184,0.765830444,-0.93311874,-0.073287062,1.789347059
355,2016,Distrito Federal,9,9,8833416.226,4215367.426,4618048.8,125749.1142,59913,12051.20809,5675.976383,149409.1477,68366.80306,65836.1142,-87417.57634,-21581.46214,73.90411633,78.63654781,76.21261949,-81042.34463,-6375.231704,11.54185149,9.390870073,10.49259226,6.782540126,14.23561519,0.745307506,-0.989623653,-0.244316147,1.691408441,0.773956545,-0.917451896,-0.072171757,1.788391854
356,2017,Distrito Federal,9,9,8811266.453,4203031.226,4608235.227,123930.8567,60761,11930.79794,5670.736091,148373.8453,68897.30772,63169.85671,-85736.5994,-22566.74269,74.05321515,78.73586357,76.33743389,-79476.53755,-6260.061849,11.32085996,9.211063327,10.29169087,6.895830506,14.06504472,0.716921422,-0.973033784,-0.256112363,1.683910549,0.781922872,-0.901987677,-0.071046108,1.78760667
357,2018,Distrito Federal,9,9,8788140.622,4190259.468,4597881.154,122169.6996,61657,11812.04548,5668.232797,147331.8318,69401.29885,60512.69959,-84074.34563,-23561.64604,74.1693834,78.83532058,76.44545032,-77930.53294,-6143.812687,11.11223015,9.041314532,10.10202741,7.01593234,13.90165506,0.688572272,-0.956679567,-0.268107294,1.676484687,0.789715388,-0.886769298,-0.069910268,1.786961444
358,2019,Distrito Federal,9,9,8764003.799,4177013.416,4586990.383,120461.6283,62557,11694.94717,5668.430072,146285.2218,69878.31686,57904.62833,-82433.422,-24528.79367,74.28591745,78.93491685,76.55372204,-76406.90489,-6026.517102,10.91530988,8.881093037,9.92300898,7.137947613,13.7450452,0.660709758,-0.940590898,-0.279881139,1.669159725,0.797333256,-0.871826469,-0.068764428,1.786431367
359,2020,Distrito Federal,9,9,8738914.314,4163344.937,4575569.377,118808.6753,63460,11579.53741,5671.323841,145236.2541,70328.35047,55348.67531,-80816.1172,-25467.44189,74.40281779,79.03464942,76.66224785,-74907.90363,-5908.213568,10.72947692,8.729892587,9.754069929,7.261771625,13.59535876,0.633358714,-0.92478441,-0.291425696,1.661948486,0.804772171,-0.857176314,-0.067608096,1.785995979
360,2021,Distrito Federal,9,9,8712904.584,4149268.082,4563636.501,117214.4364,64369,11465.81575,5671.24249,144186.9482,70751.8844,52845.4364,-79229.63706,-26384.20066,74.52008346,79.1345144,76.77102538,-73435.06381,-5794.573255,10.55413819,8.587230616,9.594671079,7.387777449,13.45296913,0.606519168,-0.909336678,-0.302817509,1.654866604,0.81203557,-0.842831034,-0.066505643,1.785638429
361,2022,Distrito Federal,9,9,8686003.42,4134795.913,4551207.507,115677.1275,65285,11353.77151,5671.160808,143139.3335,71151.96639,50392.12754,-77669.97785,-27277.85031,74.6377121,79.2345071,76.88005113,-71987.36715,-5682.610701,10.38872878,8.452647511,9.444298895,7.516114931,13.31764702,0.580153209,-0.894196952,-0.314043744,1.647930891,0.819156555,-0.828774336,-0.065422616,1.785344843
362,2023,Distrito Federal,9,9,8658247.608,4119953.596,4538294.012,114189.7465,66207,11243.37442,5671.07884,142094.4247,71529.00034,47982.74651,-76137.71996,-28154.97345,74.75570008,79.33462205,76.98932055,-70565.42438,-5572.295577,10.2327111,8.325705851,9.302464638,7.64669746,13.18855173,0.554185427,-0.879366396,-0.325180969,1.641145312,0.826137154,-0.815008158,-0.064358238,1.785103805
363,2024,Distrito Federal,9,9,8629648.234,4104753.085,4524895.149,112744.5288,67138,11134.51393,5670.996634,141052.8139,71883.38624,45606.52876,-74632.94498,-29026.41621,74.8740425,79.43485309,77.09882815,-69169.42768,-5463.517299,10.08557384,8.205989626,9.168703493,7.779923142,13.06478847,0.528486533,-0.864843421,-0.336356888,1.634514062,0.83298165,-0.801532412,-0.063311008,1.78490593
364,2025,Distrito Federal,9,9,8600179.014,4089190.805,4510988.209,111336.0573,68076,11027.09974,5670.914234,140014.6038,72215.53333,43260.0573,-73155.25598,-29895.19868,74.99273332,79.53519344,77.20856753,-67799.07047,-5356.185511,9.946831059,8.093103453,9.04257369,7.915649185,12.9457837,0.503013452,-0.850624805,-0.347611354,1.6280429,0.839698025,-0.788344875,-0.06227993,1.7847435
365,2026,Distrito Federal,9,9,8569824.255,4073264.312,4496559.943,109965.5199,69024,10921.08729,5670.831684,138979.6503,72526.09925,40941.51995,-71703.80662,-30762.28667,75.11176542,79.63563573,77.31853143,-66453.55102,-5250.255603,9.816021187,7.986671784,8.923655624,8.054307526,12.83171237,0.477740485,-0.836701016,-0.358960531,1.621732793,0.846296226,-0.775436567,-0.061264449,1.784610176
366,2027,Distrito Federal,9,9,8538597.399,4056984.902,4481612.496,108634.1103,69978,10816.42488,5670.749028,137948.0604,72816.10398,38656.11032,-70277.63224,-31621.52192,75.23113063,79.73617209,77.42871183,-65131.95639,-5145.675854,9.692706069,7.88633812,8.811550972,8.195491219,12.72271138,0.452722016,-0.823058272,-0.370336256,1.615582208,0.852787649,-0.762794559,-0.060263713,1.784500747
367,2028,Distrito Federal,9,9,8506514.074,4040365.731,4466148.343,107339.0833,70938,10713.08394,5670.666309,136919.9978,73086.5848,36401.08331,-68875.83064,-32474.74733,75.35081984,79.83679419,77.53910001,-63833.41301,-5042.417632,9.576470002,7.791764229,8.70588182,8.339256172,12.61845715,0.427920097,-0.80968338,-0.381763282,1.609589976,0.859183729,-0.750406247,-0.059277133,1.784410936
368,2029,Distrito Federal,9,9,8473583.551,4023417.158,4450166.392,106076.4537,71904,10611.04238,5670.583568,135895.4457,73338.61869,34172.45369,-67497.28586,-33324.83217,75.47082302,79.93749332,77.64968658,-62556.82705,-4940.458812,9.46691878,7.702629371,8.6062898,8.48566602,12.51848796,0.403282194,-0.796561283,-0.393279089,1.603754125,0.865497086,-0.738257039,-0.058304244,1.784337227
369,2030,Distrito Federal,9,9,8439786.444,4006137.13,4433649.315,104840.9522,72873,10510.27003,5670.500847,134874.2794,73573.2994,31967.95224,-66140.74915,-34172.79691,75.59112934,80.03826038,77.76046155,-61300.97997,-4839.769181,9.363678768,7.618629543,8.512435244,8.634460182,12.42222809,0.378776791,-0.783677995,-0.404901204,1.598076921,0.871743615,-0.726333307,-0.057344688,1.784276735
370,1990,Durango,10,10,1389199,706900,682299,40558,6958,12873,1225,21818,12582,33600,-20884,12716,67.58252879,74.95107595,71.17694204,-9236,-11648,34.67428664,28.21226049,31.52207876,5.00864167,29.19524129,2.418659962,-1.50331234,0.915347621,1.570545329,0.905701775,-0.664843554,-0.838468787,3.627420728
371,1991,Durango,10,10,1402493,712133,690360,40649,6860,13360,1259,21518,12572,33789,-21047,12742,68.24618816,75.36145412,71.7170496,-8946,-12101,32.99583606,26.84661207,29.9962146,4.89129001,28.98338887,2.409209886,-1.500684852,0.908525034,1.534267907,0.896403761,-0.637864146,-0.862820706,3.550751346
372,1992,Durango,10,10,1415393,717269,698124,40581,6773,14010,1333,21194,12545,33808,-21326,12482,68.83748571,75.71102513,72.19043177,-8649,-12677,31.39725688,25.54594991,28.5429608,4.785243392,28.67118885,2.388594546,-1.506719335,0.881875211,1.497393303,0.886326271,-0.611067032,-0.895652303,3.472782532
373,1993,Durango,10,10,1427650,722086,705564,40456,6737,14735,1469,20847,12514,33719,-21599,12120,69.36150761,76.00923003,72.60429904,-8333,-13266,29.87782394,24.30968403,27.16165813,4.718943719,28.33747767,2.361853395,-1.512905824,0.848947571,1.46023185,0.876545372,-0.583686478,-0.929219346,3.398484079
374,1994,Durango,10,10,1439646,726687,712959,40397,6716,15492,1645,20470,12462,33681,-21855,11826,69.82415909,76.26425309,72.96566836,-8008,-13847,28.436392,23.13688259,25.85126546,4.66503571,28.0603704,2.339533469,-1.518081528,0.82145194,1.421877323,0.865629467,-0.556247855,-0.961833673,3.336772059
375,1995,Durango,10,10,1451581,731004,720577,40343,6722,16325,1788,20084,12404,33621,-22217,11404,70.23152152,76.48303144,73.28103855,-7680,-14537,27.07144816,22.02631464,24.61040741,4.630812886,27.79245526,2.316164237,-1.530538082,0.785626155,1.383594853,0.854516558,-0.529078295,-1.001459788,3.281427883
376,1996,Durango,10,10,1462829,734639,728190,40026,6744,17264,1914,19656,12316,33282,-22690,10592,70.58942544,76.67138973,73.55623729,-7340,-15350,25.78116372,20.9764923,23.43742156,4.610244943,27.36204984,2.275180489,-1.551104059,0.72407643,1.343697725,0.84193026,-0.501767466,-1.049336594,3.211321259
377,1997,Durango,10,10,1472961,737499,735462,39615,6778,18129,2071,19215,12212,32837,-23061,9776,70.90319413,76.83421952,73.79637725,-7003,-16058,24.56344454,19.9857117,22.33040413,4.601615386,26.89480577,2.229319038,-1.5656219,0.663697138,1.304515191,0.829078299,-0.475436892,-1.090185008,3.14135179
378,1998,Durango,10,10,1482259,739605,742654,39101,6825,18859,2271,18735,12100,32276,-23223,9053,71.17751004,76.97566157,74.00587664,-6635,-16588,23.41597889,19.05209192,21.28725354,4.604458465,26.37933047,2.1774872,-1.566730241,0.610756959,1.263949148,0.816321574,-0.447627574,-1.119102667,3.068735225
379,1999,Durango,10,10,1488305,739865,748440,38569,6891,19514,2526,18237,11977,31678,-23248,8430,71.41636247,77.09927111,74.18851303,-6260,-16988,22.33628244,18.17361163,20.30571131,4.630099341,25.91471506,2.128461572,-1.562045414,0.566416158,1.225353674,0.804740964,-0.42061271,-1.141432704,3.007717054
380,2000,Durango,10,10,1497613,742933,754680,37944,6969,15859,2791,17798,11922,30975,-18944,12031,71.62304372,77.20815856,74.34748998,-5876,-13068,21.3217398,17.34814284,19.38339982,4.653405119,25.33631853,2.068291341,-1.264946285,0.803345056,1.188424513,0.796066808,-0.392357705,-0.872588579,2.939952825
381,2001,Durango,10,10,1511810,749232,762578,37390,7076,14987,3009,17350,11950,30314,-17378,12936,71.80017006,77.30510376,74.48550357,-5400,-11978,20.36964243,16.57348179,18.51785675,4.680482336,24.73194383,2.005146149,-1.14948307,0.855663079,1.147630985,0.790443244,-0.357187742,-0.792295328,2.871326146
382,2002,Durango,10,10,1525797,754832,770965,36907,7194,14198,3237,16904,11970,29713,-15895,13818,71.9593259,77.39689217,74.61179725,-4934,-10961,19.4772227,15.84737665,17.70656609,4.714912927,24.18866992,1.947375699,-1.041750639,0.90562506,1.107880013,0.784508031,-0.323371982,-0.718378657,2.810538606
383,2003,Durango,10,10,1540255,760548,779707,36440,7327,14314,3462,16460,11984,29113,-15328,13785,72.11302875,77.48493705,74.73347183,-4476,-10852,18.64168419,15.16755214,16.94698563,4.757004522,23.6584202,1.890141567,-0.995159892,0.894981675,1.068654216,0.778052985,-0.290601232,-0.704558661,2.752580701
384,2004,Durango,10,10,1551703,764771,786932,35983,7464,14544,3695,16002,11977,28519,-14874,13645,72.26149293,77.56941326,74.85072236,-4025,-10849,17.86022819,14.53173112,16.23657108,4.810198859,23.18936034,1.837916148,-0.958559724,0.879356423,1.031254048,0.771861626,-0.259392422,-0.699167302,2.705270203
385,2005,Durango,10,10,1566228,771077,795151,35490,7609,10892,3921,15584,11968,27881,-10587,17294,72.40493239,77.65049474,74.96374329,-3616,-6971,17.13007655,13.9376532,15.57279687,4.858168798,22.65953616,1.780136736,-0.675955225,1.104181511,0.995002005,0.76412885,-0.230873155,-0.44508207,2.648538708
386,2006,Durango,10,10,1585478,780211,805267,35071,7766,9524,4158,15162,11961,27305,-8567,18738,72.54355919,77.72835329,75.07272704,-3201,-5366,16.4484912,13.38309057,14.95317382,4.898207355,22.12014295,1.722193559,-0.540341777,1.181851782,0.95630466,0.754409711,-0.201894949,-0.338446828,2.587167094
387,2007,Durango,10,10,1605415,789827,815588,34752,7935,7887,4384,14763,11939,26817,-6327,20490,72.67758227,77.80315743,75.17786284,-2824,-3503,15.81279038,12.86586126,14.37526398,4.942647228,21.64673932,1.670409209,-0.394103705,1.276305504,0.919575312,0.74367064,-0.175904673,-0.218199033,2.535114267
388,2008,Durango,10,10,1628321,801499,826822,34516,8710,6530,4612,14352,11927,25806,-4343,21463,71.07317895,77.5389289,74.22720332,-2425,-1918,15.22036201,12.38384,13.83669274,5.349068151,21.19729464,1.584822649,-0.266716452,1.318106197,0.881398692,0.732472283,-0.148926409,-0.117790043,2.486854718
389,2009,Durango,10,10,1650042,812277,837765,34265,10364,6579,4851,13917,11886,23901,-3759,20142,67.39271915,76.63634884,71.9018068,-2031,-1728,14.66867437,11.93496688,13.33515852,6.28105224,20.76613807,1.448508583,-0.227812383,1.2206962,0.843433076,0.7203453,-0.123087776,-0.104724607,2.440105765
390,2010,Durango,10,10,1669814.611,821680.161,848134.4499,33938.31672,9394,6441.690521,4405.417676,13775.21131,11874.03141,24544.31672,-3937.452736,20606.86399,70.22170539,77.80891831,73.92278486,-1901.179891,-2036.272845,14.15528441,11.51725413,12.86844037,5.625774226,20.32460161,1.469882738,-0.23580179,1.234080948,0.824954532,0.711098785,-0.113855747,-0.121946043,2.382590732
391,2011,Durango,10,10,1690418.208,832150.6022,858267.6056,33807.73452,9498,6514.912585,3999.784439,13876.97784,11956.49146,24309.73452,-4435.614533,19874.11998,70.65717683,77.9208197,74.20041726,-1920.486388,-2515.128146,13.6778439,11.12879118,12.43440355,5.618727931,19.99962753,1.438089959,-0.262397465,1.175692494,0.820919804,0.707309671,-0.113610134,-0.148787332,2.346940451
392,2012,Durango,10,10,1709741.314,841470.7368,868270.5776,33698.13945,9688,6584.4844,3637.601459,13974.38355,12036.26052,24010.13945,-4885.005963,19125.13349,70.80967906,78.03183236,74.33268067,-1938.123022,-2946.882942,13.23410381,10.7677481,12.03100347,5.666354272,19.70949591,1.404314164,-0.285716086,1.118598078,0.817339058,0.703981381,-0.113357676,-0.17235841,2.314539547
393,2013,Durango,10,10,1728428.936,850385.7409,878043.1951,33603.033,9667,6650.834756,3313.280074,14068.27365,12114.48475,23936.033,-5291.34358,18644.68942,71.60809482,78.1859195,74.81678979,-1953.788899,-3337.554682,12.82191697,10.4323779,11.65628816,5.592940386,19.44137378,1.384843339,-0.306136022,1.078707318,0.813934166,0.700895738,-0.113038428,-0.193097594,2.285212887
394,2014,Durango,10,10,1746805.445,859198.5924,887606.8523,33517.4203,9678,6714.577934,3022.812672,14159.93315,12192.39861,23839.4203,-5659.299798,18180.12051,72.30634949,78.33492879,75.24711988,-1967.534536,-3691.765262,12.43923945,10.12101755,11.3083995,5.540399493,19.18783824,1.364743874,-0.323979972,1.040763902,0.810618789,0.697982631,-0.112636158,-0.211343815,2.258767571
395,2015,Durango,10,10,1764726.206,867767.2441,896958.9619,33438.27501,9716,6775.308733,2762.277435,14250.14033,12271.85253,23722.27501,-5991.319101,17730.95591,72.91840722,78.4792573,75.63101701,-1978.287803,-4013.031298,12.08413067,9.832088138,10.98557334,5.505669926,18.94813762,1.344246769,-0.339504172,1.004742597,0.807498652,0.695396968,-0.112101684,-0.227402488,2.235000567
396,2016,Durango,10,10,1782205.149,876100.1298,906105.0197,33364.64226,9779,6832.652951,2528.240283,14336.82104,12349.79728,23585.64226,-6291.436426,17294.20583,73.45650316,78.6192746,75.97492825,-1987.023759,-4304.412668,11.75475266,9.564094209,10.68613878,5.487022638,18.72098859,1.323396595,-0.353014154,0.970382441,0.804442802,0.692950376,-0.111492426,-0.241521728,2.213705094
397,2017,Durango,10,10,1799319.748,884263.4716,915056.2759,33295.86025,9862,6886.235115,2317.69094,14419.54368,12425.99337,23433.86025,-6562.094485,16871.76576,73.93127394,78.75532425,76.28446922,-1993.550311,-4568.544175,11.44936835,9.315622433,10.40851668,5.480960243,18.5046934,1.302373315,-0.364698631,0.937674684,0.801388619,0.690593953,-0.110794666,-0.253903965,2.194675754
398,2018,Durango,10,10,1815965.569,892155.7784,923809.7908,33226.61783,10062,6935.36331,2128.069891,14497.43542,12499.83049,23164.61783,-6804.898355,16359.71947,74.05460554,78.85917534,76.39829812,-1997.604935,-4807.29342,11.16633937,9.085339759,10.15121761,5.540853952,18.29694262,1.275608867,-0.374726177,0.90088269,0.798332065,0.688329707,-0.110002357,-0.26472382,2.177712518
399,2019,Durango,10,10,1832043.489,899685.4306,932358.0586,33148.36763,10265,6979.484067,1956.944919,14569.60303,12570.63423,22883.36763,-7021.507945,15861.85969,74.17766289,78.96258674,76.51177209,-1998.968796,-5022.539149,10.90412318,8.871991135,9.912839257,5.603032931,18.09365762,1.249062469,-0.383260986,0.865801482,0.79526513,0.686153703,-0.109111427,-0.274149559,2.162623661
400,2020,Durango,10,10,1847546.807,906868.5882,940678.2183,33056.55708,10468,7018.558301,1802.283234,14635.6747,12638.1792,22588.55708,-7213.770566,15374.78651,74.30050457,79.06560762,76.62494508,-1997.495499,-5216.275067,10.66126994,8.674396907,9.692063584,5.665891637,17.89213511,1.222624347,-0.390451302,0.832173045,0.792168006,0.684051909,-0.108116097,-0.282335205,2.149227819
401,2021,Durango,10,10,1862645.434,913836.0879,948809.3462,32953.54427,10673,7052.666323,1802.261329,14695.42278,12702.29909,22280.54427,-7243.528682,15037.01559,74.42318345,79.16828251,76.73786592,-1993.123689,-5250.404994,10.43641897,8.491449976,9.487653605,5.730022368,17.69179666,1.196177429,-0.388883926,0.807293504,0.788954383,0.681949386,-0.107004997,-0.281878929,2.137355288
402,2022,Durango,10,10,1877502.911,920709.2617,956793.6493,32844.21084,10881,7082.642942,1802.239449,14750.04114,12764.0065,21963.21084,-7266.438133,14696.77271,74.54574696,79.2706516,76.85057849,-1986.03464,-5280.403493,10.22829503,8.322112778,9.298450031,5.795463717,17.49356054,1.169809682,-0.387026731,0.782782952,0.785620147,0.679839505,-0.105780642,-0.281246088,2.126848734
403,2023,Durango,10,10,1892026.677,927419.8287,964606.8484,32728.0779,11091,7108.615143,1802.217601,14799.40667,12822.9862,21637.0779,-7282.818012,14354.25989,74.66823737,79.37275092,76.96312203,-1976.42047,-5306.397542,10.03570455,8.165414158,9.123367774,5.861968086,17.29789453,1.143592644,-0.384921529,0.758671115,0.782198626,0.677738129,-0.104460497,-0.280461032,2.117563423
404,2024,Durango,10,10,1906214.506,933968.6018,972245.9044,32599.28684,11304,7130.738692,1802.195793,14843.39103,12878.91315,21295.28684,-7293.020772,14002.26607,74.79069209,79.47461265,77.07553139,-1964.477873,-5328.542899,9.857531619,8.020446181,8.961392381,5.930077629,17.10158366,1.117150603,-0.38259182,0.734558783,0.778684192,0.675627696,-0.103056496,-0.279535324,2.109367096
405,2025,Durango,10,10,1920046.071,940345.9179,979700.1533,32452.1824,11520,7149.202826,1802.174033,14881.86049,12931.42813,20932.1824,-7297.461151,13634.72125,74.91314389,79.57626533,77.18783727,-1950.432358,-5347.028793,9.692734102,7.886360929,8.811576457,5.999856031,16.90177277,1.090191674,-0.380066982,0.710124692,0.775078302,0.673495721,-0.101582581,-0.278484401,2.102139583
406,2026,Durango,10,10,1933496.237,946539.0824,986957.1546,32291.11269,11739,7164.305637,1802.152327,14914.83858,12980.28687,20552.11269,-7296.70502,13255.40767,75.03562123,79.67773408,77.30006653,-1934.55171,-5362.15331,9.540339713,7.762367312,8.673036103,6.071384974,16.70089244,1.062950747,-0.377383978,0.685566769,0.77139217,0.671337581,-0.100054589,-0.27732939,2.095772231
407,2027,Durango,10,10,1946558.122,952546.0092,994012.1133,32124.87924,11963,7176.348876,1802.130682,14942.58039,13025.47938,20161.87924,-7291.319199,12870.56004,75.15814853,79.77904088,77.41224236,-1917.101005,-5374.218194,9.399442145,7.647727927,8.544947404,6.145719391,16.50342668,1.035770728,-0.374574954,0.661195774,0.767641111,0.669154403,-0.098486708,-0.276088247,2.090167215
408,2028,Durango,10,10,1959235.321,958370.2985,1000865.022,31955.91217,12191,7185.673935,1802.109107,14965.42967,13067.03803,19764.91217,-7281.956468,12482.9557,75.28074638,79.88020477,77.52438462,-1898.391639,-5383.564829,9.269197301,7.541755985,8.426543001,6.222325553,16.3104002,1.008807465,-0.371673397,0.637134068,0.763840336,0.666945817,-0.096894519,-0.274778878,2.085236786
409,2029,Durango,10,10,1971525.971,964011.8228,1007514.148,31783.48313,12423,7192.612169,1802.087607,14983.77527,13105.02931,19360.48313,-7269.27052,12091.21261,75.40343185,79.98124206,77.63651,-1878.745957,-5390.524563,9.148819622,7.443812329,8.317108747,6.301210423,16.12126018,0.982004975,-0.368712897,0.613292078,0.760009023,0.664715023,-0.095294,-0.273418897,2.080902476
410,2030,Durango,10,10,1983389.225,969449.7494,1013939.475,31606.19506,12660,7197.43321,1802.066189,14998.01821,13139.54956,18946.19506,-7253.835668,11692.35939,75.52621873,80.08216658,77.74863231,-1858.468646,-5395.367022,9.037578543,7.353302542,8.215980494,6.383013401,15.9354476,0.95524342,-0.365729307,0.589514113,0.756181289,0.662479628,-0.093701661,-0.272027646,2.077094313
411,1990,Guanajuato,11,11,4657092,2352417,2304675,137106,24771,50977,2368,29261,24615,112335,-53255,59080,67.41878676,73.40779353,70.34025348,-4646,-48609,39.30462349,31.97967093,35.7314759,5.318984465,29.44026015,2.412127568,-1.143524758,1.268602811,0.628310542,0.528548717,-0.099761826,-1.043762932,3.859480953
412,1991,Guanajuato,11,11,4718814,2378060,2340754,136891,24443,52885,2431,28683,24910,112448,-54227,58221,68.07242346,73.88722998,70.90891445,-3773,-50454,37.3311083,30.37394721,33.93737118,5.179903255,29.00961979,2.382971653,-1.149165871,1.233805783,0.607843412,0.52788688,-0.079956531,-1.069209339,3.738030351
413,1992,Guanajuato,11,11,4777030,2402412,2374618,137035,24236,55466,2603,28058,25167,112799,-55754,57045,68.65659138,74.31087737,71.41477966,-2891,-52863,35.44524989,28.83954423,32.22295445,5.073445216,28.68623392,2.36127887,-1.167126855,1.194152015,0.587352393,0.526833618,-0.060518774,-1.106608081,3.640673265
414,1993,Guanajuato,11,11,4833834,2426276,2407558,137145,24119,58326,2900,27394,25400,113026,-57420,55606,69.17509048,74.68395116,71.86233959,-1994,-55426,33.64766249,27.37696175,30.58878408,4.989621075,28.37188865,2.338226757,-1.187876952,1.150349805,0.56671371,0.525462811,-0.041250899,-1.146626053,3.551253563
415,1994,Guanajuato,11,11,4889078,2449081,2439997,136454,24061,61344,3302,26694,25589,112393,-59147,53246,69.63327371,75.01189086,72.25698939,-1105,-58042,31.93830017,25.98616241,29.03481833,4.921377814,27.90996585,2.298858803,-1.209778204,1.0890806,0.545992516,0.523391118,-0.022601398,-1.187176805,3.448648776
416,1995,Guanajuato,11,11,4941687,2469539,2472148,135439,24060,64656,3635,25943,25747,111379,-61217,50162,70.03712684,75.29997343,72.60436908,-196,-61021,30.31651905,24.66662232,27.56047187,4.868782665,27.40744203,2.253865937,-1.238787483,1.015078454,0.524982663,0.521016406,-0.003966257,-1.234821226,3.345662909
417,1996,Guanajuato,11,11,4990233,2486747,2503486,134097,24132,68347,3900,25140,25856,109965,-63731,46234,70.39267871,75.55311553,72.90996497,716,-64447,28.7811428,23.41738437,26.16467527,4.835846342,26.87189155,2.203604521,-1.277114716,0.926489805,0.503784092,0.518132119,0.014348027,-1.291462743,3.243880042
418,1997,Guanajuato,11,11,5034272,2500745,2533527,132722,24241,71812,4286,24285,25916,108481,-65895,42586,70.70566034,75.7757969,73.17889768,1631,-67526,27.33052948,22.23711262,24.84593589,4.815194729,26.3636927,2.154849798,-1.308928083,0.845921714,0.482393482,0.514791414,0.032397932,-1.341326015,3.150268692
419,1998,Guanajuato,11,11,5074849,2511613,2563236,131035,24382,74678,4782,23393,25936,106653,-67353,39300,70.98133607,75.97205588,73.41583354,2543,-69896,25.9626381,21.12414645,23.60239827,4.804477926,25.82047269,2.101599476,-1.327192198,0.774407278,0.460959528,0.511069393,0.050109865,-1.377302064,3.05590743
420,1999,Guanajuato,11,11,5114053,2521511,2592542,129289,24567,77305,5408,22467,25918,104722,-68446,36276,71.22444528,76.14552399,73.62497148,3451,-71897,24.67509327,20.07655316,22.43190297,4.803821939,25.28112243,2.047730049,-1.338390509,0.70933954,0.439318873,0.506799597,0.067480724,-1.405871234,2.967182886
421,2000,Guanajuato,11,11,5143766,2529198,2614568,127407,24803,81933,6042,21924,25847,102604,-71968,30636,71.43920999,76.29947814,73.8100725,3923,-75891,23.46524693,19.09217818,21.33204266,4.821953409,24.76920606,1.994725265,-1.39913052,0.595594745,0.426224677,0.502491754,0.076267077,-1.475397598,2.890870641
422,2001,Guanajuato,11,11,5170538,2536759,2633779,125656,25043,77435,6601,21829,25697,100613,-66966,33647,71.629378,76.43689762,73.97450952,3868,-70834,22.33023619,18.16869217,20.30021472,4.843403143,24.30230665,1.94589035,-1.295145689,0.650744661,0.422180438,0.496988901,0.074808463,-1.369954152,2.82385751
423,2002,Guanajuato,11,11,5208629,2548205,2660424,124334,25349,73368,7185,21724,25556,98985,-62351,36634,71.79828215,76.56051833,74.12132419,3832,-66183,21.26703664,17.30363436,19.33366967,4.866731725,23.8707729,1.900404118,-1.197071245,0.703332873,0.417077123,0.490647347,0.073570224,-1.270641468,2.759621585
424,2003,Guanajuato,11,11,5247781,2559286,2688495,123173,25686,73969,7762,21608,25396,97487,-62419,35068,71.94890374,76.67287967,74.25328224,3788,-66207,20.27251084,16.494452,18.42955531,4.89464023,23.47144441,1.857680418,-1.189436068,0.668244349,0.411754987,0.483937878,0.07218289,-1.261618959,2.702265868
425,2004,Guanajuato,11,11,5282560,2569582,2712978,122073,26066,75201,8358,21476,25214,96007,-63105,32902,72.08393305,76.77636203,74.3729228,3738,-66843,19.34345164,15.73853565,17.58495603,4.934350012,23.10868215,1.817433214,-1.194591259,0.622841955,0.406545311,0.477306457,0.070761146,-1.265352405,2.655984698
426,2005,Guanajuato,11,11,5307620,2574615,2733005,120512,26476,76595,8968,21329,25034,94036,-63922,30114,72.20582352,76.8732136,74.48259917,3705,-67627,18.47662041,15.03325024,16.79692765,4.988299841,22.70546874,1.77171689,-1.204343943,0.567372947,0.401856199,0.471661498,0.069805299,-1.274149242,2.604538792
427,2006,Guanajuato,11,11,5333508,2579219,2754289,118859,26869,66923,9577,21199,24862,91990,-53683,38307,72.31266817,76.96556578,74.58237432,3663,-57346,17.66878029,14.37596214,16.06252754,5.037772513,22.28533266,1.724756014,-1.006523286,0.718232728,0.397468233,0.466147234,0.068679001,-1.075202287,2.547391536
428,2007,Guanajuato,11,11,5377044,2594503,2782541,117894,27303,55434,10199,21120,24701,90591,-41654,48937,72.41525642,77.04754631,74.67491002,3581,-45235,16.91672455,13.76406225,15.3788405,5.077696965,21.92542966,1.684773269,-0.774663551,0.910109718,0.392780866,0.459378796,0.06659793,-0.841261481,2.499160625
429,2008,Guanajuato,11,11,5437620,2621422,2816198,117266,28206,45927,10843,21068,24526,89060,-31626,57434,72.14033478,77.07743217,74.54867497,3458,-35084,16.21730049,13.1949854,14.74300045,5.187195869,21.56568499,1.637848912,-0.581614751,1.056234161,0.387448921,0.45104292,0.063593999,-0.645208749,2.454424638
