renglon,año,ent,id_ent,cvegeo,pob,pobh,pobm,nac,defs,emigintnal,inmigintnal,emigest,inmigest,crecnat,crecsoct,crect,e0h,e0m,e0,mnest,mnintnal,tmih,tmim,tmi,tbm,tbn,tcn,tcs,tc,temigest,tinmigest,tmnetest,tmnetintnal,tgf
430,2009,Guanajuato,11,11,5503354,2653749,2849605,116631,28878,46250,11494,21017,24355,87753,-31418,56335,72.11666235,77.13930123,74.5667301,3338,-34756,15.56742914,12.66622644,14.15220831,5.247345528,21.19271266,1.594536713,-0.570888226,1.023648488,0.381894387,0.442548308,0.060653921,-0.631542147,2.411269382
431,2010,Guanajuato,11,11,5558502.008,2678627.32,2879874.688,115916.2417,29296,42991.2838,10298.55428,21092.44112,24365.77835,86620.24174,-29419.39229,57200.84945,72.22739908,77.21997342,74.6628012,3273.337232,-32692.72952,14.96412114,12.17535311,13.60374649,5.270484738,20.85386343,1.558337869,-0.529268358,1.029069511,0.379462688,0.438351526,0.058888838,-0.588157195,2.374017486
432,2011,Guanajuato,11,11,5614698.372,2706753.899,2907944.473,115483.7144,29768,43373.36714,9228.976144,21223.53589,24539.53339,85715.71441,-30828.39349,54887.32092,72.367689,77.34209051,74.79422632,3315.997503,-34144.39099,14.40448915,11.72001617,13.09499014,5.301798605,20.56810656,1.526630795,-0.549065888,0.977564907,0.377999573,0.437058801,0.059059228,-0.608125116,2.343272545
433,2012,Guanajuato,11,11,5668180.56,2731195.328,2936985.232,115081.8132,30247,43730.99185,8280.996379,21346.63139,24704.76083,84834.81324,-32091.86603,52742.94721,72.50669586,77.46288594,74.92434956,3358.12944,-35449.99547,13.8857573,11.29795708,12.62341573,5.336280255,20.30313114,1.496685089,-0.56617579,0.930509299,0.376604647,0.435849927,0.05924528,-0.625421069,2.315279385
434,2013,Guanajuato,11,11,5719708.818,2754373.919,2965334.899,114702.1409,30624,44064.11132,7439.703712,21461.91732,24862.94643,84078.14089,-33223.3785,50854.76239,72.74294513,77.59300211,75.10882658,3401.029113,-36624.40761,13.40526785,10.90701339,12.18660714,5.35411871,20.05384269,1.469972398,-0.580857865,0.889114534,0.375227446,0.434689024,0.059461578,-0.640319442,2.289822056
435,2014,Guanajuato,11,11,5769524.331,2776504.038,2993020.293,114316.7965,31013,44372.45917,6692.372456,21569.65088,25014.23678,83303.79653,-34235.50081,49068.29572,72.97249437,77.72146628,75.28906603,3444.585902,-37680.08671,12.96048564,10.54512241,11.78225967,5.375313149,19.81390319,1.443859004,-0.593385154,0.85047385,0.373854925,0.433558043,0.059703118,-0.653088271,2.266695909
436,2015,Guanajuato,11,11,5817614.182,2797584.963,3020029.219,113900.2845,31414,44654.79719,6027.732128,21670.42486,25160.61249,82486.28454,-35136.87743,47349.40711,73.19564691,77.84838066,75.46527313,3490.187624,-38627.06506,12.54900047,10.21032311,11.40818225,5.399808068,19.57852153,1.417871347,-0.603974006,0.81389734,0.372496769,0.432490222,0.059993453,-0.663967459,2.245708141
437,2016,Guanajuato,11,11,5864016.429,2817666.593,3046349.837,113452.7873,31826,44910.06558,5435.934357,21762.34445,25299.01696,81626.78733,-35937.45872,45689.32862,73.41269643,77.9738417,75.63764534,3536.672508,-39474.13122,12.16852786,9.900756756,11.06229805,5.427338137,19.34728333,1.39199452,-0.61284717,0.77914735,0.371116703,0.431428139,0.060311436,-0.673158606,2.226678031
438,2017,Guanajuato,11,11,5908845.009,2836857.03,3071987.978,112989.6505,32253,45137.33845,4908.366993,21845.14282,25429.4069,80736.65054,-36644.70738,44091.94316,73.6239267,78.09794014,75.80637228,3584.264079,-40228.97146,11.81690834,9.614666334,10.74264395,5.458427147,19.12212122,1.366369408,-0.620167009,0.746202398,0.369702417,0.430361718,0.060659301,-0.68082631,2.209436946
439,2018,Guanajuato,11,11,5952086.509,2855136.604,3096949.905,112511.5884,32778,45335.46084,4437.547408,21918.55633,25551.5065,79733.58844,-37264.96326,42468.62518,73.75233755,78.2119483,75.92775743,3632.950175,-40897.91343,11.49210572,9.350395111,10.44736884,5.506976411,18.90288192,1.339590551,-0.626082353,0.713508198,0.368249962,0.429286545,0.061036582,-0.687118935,2.193828158
440,2019,Guanajuato,11,11,5993708.239,2872474.665,3121233.574,111996.0288,33313,45503.71241,4016.804172,21982.26781,25665.13873,78683.02878,-37804.03732,40878.99146,73.88014651,78.32524786,76.04848863,3682.870924,-41486.90824,11.19220428,9.10638439,10.17473116,5.557994929,18.68559902,1.312760409,-0.630728688,0.682031721,0.36675572,0.428201336,0.061445616,-0.692174303,2.179706516
441,2020,Guanajuato,11,11,6033559.122,2888790.533,3144768.588,111419.1232,33859,45642.60861,3640.354591,22036.06096,25770.37421,77560.12317,-38267.94077,39292.1824,74.00743563,78.43790325,76.16863935,3734.313244,-42002.25402,10.91540533,8.8811707,9.923095754,5.611778938,18.4665669,1.285478796,-0.634251526,0.651227271,0.365224912,0.42711729,0.061892378,-0.696143904,2.166938007
442,2021,Guanajuato,11,11,6072005.358,2904383.956,3167621.401,110785.1029,34417,45753.50651,3640.30198,22079.91282,25867.44863,76368.10289,-38325.66873,38042.43417,74.13427984,78.54997328,76.28827664,3787.535805,-42113.20453,10.6600232,8.673382513,9.690930182,5.668143879,18.24522483,1.257708095,-0.631186346,0.626521749,0.363634607,0.426011624,0.062377017,-0.693563363,2.155399247
443,2022,Guanajuato,11,11,6109412.444,2919538.636,3189873.808,110124.9534,34991,45841.82683,3640.249408,22115.6062,25958.13208,75133.9534,-38359.05154,36774.90186,74.2607473,78.66151137,76.40746148,3842.525879,-42201.57742,10.42448079,8.481736642,9.476800718,5.727392007,18.02545734,1.229806534,-0.627868095,0.601938438,0.361992359,0.424887537,0.062895179,-0.690763274,2.14497692
444,2023,Guanajuato,11,11,6145560.299,2934089.447,3211470.852,109455.1116,35580,45909.1339,3640.196894,22143.52233,26042.46987,73875.11157,-38369.98946,35505.12211,74.38689967,78.77256588,76.52624904,3898.947539,-42268.937,10.20730484,8.305034392,9.279368036,5.789545341,17.81043652,1.202089118,-0.62435299,0.577736128,0.360317388,0.423760709,0.063443321,-0.687796311,2.135567179
445,2024,Guanajuato,11,11,6180451.581,2948042.459,3232409.122,108766.1159,36185,45957.15887,3640.144455,22164.01857,26120.45769,72581.11587,-38360.5753,34220.54057,74.51279249,78.88318035,76.64468901,3956.439121,-42317.01442,10.00712103,8.142157566,9.097382755,5.854750179,17.59840918,1.1743659,-0.620675929,0.553689971,0.358614873,0.422630246,0.064015373,-0.684691302,2.12707505
446,2025,Guanajuato,11,11,6214047.103,2961382.268,3252664.835,108042.6208,36809,45987.7303,3640.092111,22177.37838,26192.03714,71233.62083,-38332.97943,32900.64139,74.63847547,78.99339384,76.76282589,4014.658756,-42347.63819,9.822648978,7.992064396,8.929680889,5.923514803,17.38683648,1.146332167,-0.616876229,0.529455938,0.356891057,0.421497242,0.064606185,-0.681482414,2.11941382
447,2026,Guanajuato,11,11,6246291.201,2974084.65,3272206.552,107289.948,37451,46003.00583,3640.039877,22183.96526,26257.27527,69838.94802,-38289.65595,31549.29206,74.76399285,79.10324117,76.88069935,4073.310001,-42362.96595,9.652697206,7.853785454,8.775179278,5.995717906,17.1765844,1.11808665,-0.612998253,0.505088396,0.355154196,0.420365853,0.065211657,-0.67820991,2.112504444
448,2027,Guanajuato,11,11,6277157.94,2986140.639,3291017.301,106530.5853,38112,46004.88627,3639.987772,22184.31752,26316.47187,68418.58532,-38232.74416,30185.84116,74.88938374,79.21275324,76.99834447,4132.154347,-42364.8985,9.49615816,7.726419594,8.632871055,6.071537528,16.97114942,1.089961189,-0.609077301,0.480883888,0.353413404,0.419241831,0.065828427,-0.674905728,2.10627497
449,2028,Guanajuato,11,11,6306651.91,2997556.397,3309095.513,105776.254,38793,45995.15368,3639.935813,22179.02121,26369.91989,66983.25403,-38164.31918,28818.93485,75.01468243,79.3219573,77.11579212,4190.898679,-42355.21786,9.352003304,7.609129961,8.501821185,6.15112433,16.77217255,1.062104822,-0.605143898,0.456960924,0.351676635,0.418128672,0.066452037,-0.671595935,2.100659983
450,2029,Guanajuato,11,11,6334777.221,3008337.823,3326439.398,105029.2019,39494,45975.16998,3639.884016,22168.66234,26417.91311,65535.20189,-38086.03519,27449.16669,75.13991871,79.43087723,77.23306921,4249.250771,-42335.28596,9.219278333,7.501140098,8.381162121,6.234473388,16.5797783,1.034530491,-0.601221383,0.433309108,0.349951728,0.417029869,0.067078141,-0.668299523,2.09560008
451,2030,Guanajuato,11,11,6361401.021,3018420.868,3342980.154,104287.8398,40215,45946.13906,3639.832398,22153.79588,26460.7238,64072.83983,-37999.37874,26073.46109,75.2651182,79.53953377,77.35019897,4306.927919,-42306.30666,9.097098548,7.401730182,8.270089589,6.321720619,16.39384775,1.007212713,-0.597342922,0.409869791,0.348253408,0.415957487,0.067704078,-0.665047,2.091041367
452,1990,Guerrero,12,12,3021955,1543565,1478390,95543,22699,24470,709,35119,11850,72844,-47030,25814,64.5627572,73.33970994,68.84419756,-23269,-23761,46.26847465,37.64571346,42.06224968,7.511362677,31.61628813,2.410492545,-1.556277311,0.854215235,1.16212849,0.39213026,-0.76999823,-0.786279081,4.27238928
453,1991,Guerrero,12,12,3049039,1552480,1496559,96714,22540,25391,804,35581,12149,74174,-48019,26155,64.95677387,73.54349223,69.14541697,-23432,-24587,44.18081181,35.94711506,40.16437437,7.392493176,31.71950244,2.432700926,-1.574889662,0.857811264,1.166957851,0.398453414,-0.768504437,-0.806385225,4.248136741
454,1992,Guerrero,12,12,3075833,1561686,1514147,97127,22376,26623,935,36017,12443,74751,-49262,25489,65.32408882,73.73078859,69.42491798,-23574,-25688,42.1624643,34.30491413,38.329513,7.274777272,31.57746211,2.430268483,-1.601582401,0.828686083,1.170967344,0.404540819,-0.766426526,-0.835155875,4.200169058
455,1993,Guerrero,12,12,3100542,1569926,1530616,97516,22221,28006,1126,36433,12723,75295,-50590,24705,65.66571776,73.90277097,69.6837925,-23710,-26880,40.21598376,32.72118679,36.55998524,7.16681148,31.45127529,2.428446381,-1.631650208,0.796796173,1.17505262,0.41034761,-0.76470501,-0.866945199,4.155617014
456,1994,Guerrero,12,12,3124968,1577925,1547043,97657,22080,29453,1369,36815,12980,75577,-51919,23658,65.98286473,74.06058928,69.92321817,-23835,-28084,38.34331405,31.19751461,34.85755822,7.065672352,31.25056001,2.418488765,-1.661425013,0.757063752,1.178092064,0.415364253,-0.76272781,-0.898697203,4.103730375
457,1995,Guerrero,12,12,3148736,1585167,1563569,97271,21938,31042,1609,37146,13231,75333,-53348,21985,66.27686045,74.20537864,70.1444303,-23915,-29433,36.54581441,29.73500354,33.22346764,6.967240188,30.8920786,2.392483841,-1.69426716,0.698216681,1.179711478,0.42020036,-0.759511118,-0.934756042,4.033899989
458,1996,Guerrero,12,12,3170156,1590738,1579418,96337,21806,32817,1839,37425,13442,74531,-54961,19570,66.54911592,74.33826699,70.34870181,-23983,-30978,34.82429003,28.33430871,31.65844548,6.878525852,30.38872535,2.35101995,-1.733700171,0.617319779,1.180541273,0.424016988,-0.756524285,-0.977175887,3.948153505
459,1997,Guerrero,12,12,3188433,1594365,1594068,95163,21665,34479,2116,37655,13646,73498,-56372,17126,66.80108865,74.46038231,70.53732946,-24009,-32363,33.17902846,26.99566406,30.16275314,6.794873846,29.84632263,2.305144878,-1.768015825,0.537129054,1.180987651,0.42798453,-0.753003121,-1.015012704,3.859143769
460,1998,Guerrero,12,12,3204303,1596210,1608093,93730,21545,35858,2483,37829,13828,72185,-57376,14809,67.03425871,74.5728588,70.71162461,-24001,-33375,31.60984048,25.71891567,28.73621862,6.723771129,29.25129115,2.252752003,-1.790592213,0.46215979,1.180568754,0.431544707,-0.749024047,-1.041568166,3.762724032
461,1999,Guerrero,12,12,3215867,1595636,1620231,92025,21418,37105,2936,37945,13997,70607,-58117,12490,67.25011254,74.67684184,70.87290732,-23948,-34169,30.1161041,24.50355743,27.37827645,6.660101304,28.61592224,2.195582093,-1.807195385,0.388386709,1.179930638,0.4352481,-0.744682538,-1.062512846,3.663067811
462,2000,Guerrero,12,12,3226387,1596184,1630203,90194,21317,35331,3413,37473,14083,68877,-55308,13569,67.4501323,74.77349142,71.0225026,-23390,-31918,28.69681024,23.34876833,26.08800931,6.607080924,27.95510892,2.1348028,-1.714239488,0.420563311,1.161453973,0.436494444,-0.724959529,-0.989279959,3.564900658
463,2001,Guerrero,12,12,3240532,1599706,1640826,88548,21263,33391,3778,36411,14098,67285,-51926,15359,67.63578939,74.86398393,71.16173795,-22313,-29613,27.35060919,22.25345021,24.86419018,6.561576926,27.32514291,2.076356598,-1.602391212,0.473965386,1.123611802,0.435052022,-0.68855978,-0.913831433,3.473465579
464,2002,Guerrero,12,12,3258145,1604117,1654028,87023,21239,31625,4147,35353,14126,65784,-48705,17079,67.80854062,74.94951227,71.29194143,-21227,-27478,26.07585658,21.21626512,23.70532416,6.518739958,26.7093699,2.019062994,-1.494869013,0.524193982,1.085065275,0.433559587,-0.651505688,-0.843363325,3.38330984
465,2003,Guerrero,12,12,3276596,1608681,1667915,85545,21251,31885,4534,34300,14131,64294,-47520,16774,67.96982627,75.03128409,71.41443984,-20169,-27351,24.87065816,20.23567187,22.60968924,6.4856943,26.10788758,1.962219328,-1.450285601,0.511933726,1.0468181,0.431270746,-0.615547355,-0.834738247,3.294284507
466,2004,Guerrero,12,12,3291452,1611918,1679534,84073,21303,32416,4933,33239,14135,62770,-46587,16183,68.12106893,75.11051831,71.53055644,-19104,-27483,23.73291271,19.3099608,21.57537519,6.472219555,25.54283034,1.907061078,-1.415393571,0.491667507,1.009858263,0.429445728,-0.580412535,-0.834981036,3.212587483
467,2005,Guerrero,12,12,3306347,1615618,1690729,82450,21378,29757,5346,32220,14138,61072,-42493,18579,68.26194494,75.18843979,71.64072292,-18082,-24411,22.66035244,18.43728675,20.6003204,6.465746033,24.93688654,1.847114051,-1.285194809,0.561919242,0.974489368,0.427601822,-0.546887547,-0.738307262,3.122495666
468,2006,Guerrero,12,12,3325479,1621656,1703823,80877,21482,25990,5772,31233,14140,59395,-37311,22084,68.39821491,75.26627201,71.74848667,-17093,-20218,21.65058054,17.61569962,19.68234595,6.459821277,24.32040617,1.78605849,-1.121973707,0.664084783,0.939203044,0.425201903,-0.514001141,-0.607972566,3.026302205
469,2007,Guerrero,12,12,3349840,1630945,1718895,79611,21631,21536,6208,30295,14167,57980,-31456,26524,68.530042,75.34522785,71.8545229,-16128,-15328,20.7011057,16.84317237,18.819187,6.457323335,23.76561269,1.730828935,-0.939029924,0.791799011,0.904371552,0.422915721,-0.481455831,-0.457574093,2.939700318
470,2008,Guerrero,12,12,3380933,1644768,1736165,78596,22179,17843,6659,29395,14187,56417,-26392,30025,68.08232741,75.42649829,71.66484979,-15208,-11184,19.80937327,16.11762643,18.00852115,6.56002352,23.24683749,1.668681397,-0.780612925,0.888068471,0.869434561,0.419617898,-0.449816663,-0.330796262,2.858525691
471,2009,Guerrero,12,12,3415204,1661247,1753957,77686,22528,17973,7121,28490,14200,55158,-25142,30016,68.02876118,75.5112388,71.67875027,-14290,-10852,18.97279316,15.43695444,17.24799378,6.596384872,22.74710383,1.615071896,-0.736178571,0.878893325,0.834210782,0.415787754,-0.418423028,-0.317755543,2.780548818
472,2010,Guerrero,12,12,3444264.185,1673843.618,1770420.567,76380.05512,22536,16930.66924,6192.55745,28175.98928,14346.47824,53844.05512,-24567.62283,29276.43229,68.39496954,75.60055345,71.90988852,-13829.51104,-10738.11179,18.18876454,14.79904024,16.53524049,6.543052097,22.17601526,1.563296316,-0.713290895,0.850005421,0.818055404,0.416532457,-0.401522946,-0.311767949,2.694590396
473,2011,Guerrero,12,12,3473454.404,1688537.64,1784916.764,75610.98454,22727,17111.48083,5380.916838,28358.50946,14459.07373,52883.98454,-25629.99972,27253.98482,68.58213239,75.75124934,72.07926261,-13899.43573,-11730.56399,17.45469721,14.20177637,15.86790656,6.543054077,21.76823869,1.522518461,-0.737882141,0.78463632,0.816435345,0.416273601,-0.400161744,-0.337720397,2.6287976
474,2012,Guerrero,12,12,3499506.659,1700084.574,1799422.085,74899.51968,22931,17282.21484,4681.8655,28525.3935,14567.38145,51968.51968,-26558.3614,25410.15828,68.76815093,75.90033613,72.24726566,-13958.01205,-12600.34934,16.76803013,13.64307906,15.24366376,6.55263791,21.4028796,1.485024169,-0.758917298,0.72610687,0.815126139,0.416269574,-0.398856565,-0.360060733,2.568341421
475,2013,Guerrero,12,12,3523857.681,1710628.267,1813229.414,74230.57697,23079,17442.43502,4078.978598,28675.83514,14671.79565,51151.57697,-27367.49591,23784.08106,69.05557872,76.04788691,72.46646076,-14004.03949,-13363.45642,16.12624694,13.12090092,14.66022449,6.549356441,21.06514613,1.451578969,-0.776634541,0.674944428,0.813762579,0.416356078,-0.3974065,-0.37922804,2.513159041
476,2014,Guerrero,12,12,3546709.515,1720338.92,1826370.594,73597.39417,23235,17591.6153,3558.458283,28809.42641,14772.33713,50362.39417,-28070.2463,22292.14787,69.33784506,76.19397353,72.68229797,-14037.08929,-14033.15702,15.52688899,12.6332415,14.11535363,6.551142659,20.75089428,1.419975162,-0.791444751,0.62853041,0.812286044,0.416508233,-0.395777811,-0.39566694,2.463096833
477,2015,Guerrero,12,12,3568138.685,1729258.828,1838879.857,72994.68278,23401,17728.76987,3108.490979,28928.92475,14870.10779,49593.68278,-28679.09586,20914.58692,69.615053,76.33866605,72.89486424,-14058.81697,-14620.2789,14.96756585,12.17815585,13.60687805,6.558321316,20.45735584,1.389903453,-0.803755078,0.586148375,0.810756736,0.416746912,-0.394009824,-0.409745253,2.417930525
478,2016,Guerrero,12,12,3588255.105,1737463.946,1850791.158,72423.57213,23573,17852.86126,2719.025273,29030.57372,14963.1854,48850.57213,-29201.2243,19649.34783,69.88730761,76.48203224,73.10424645,-14067.38832,-15133.83598,14.44596375,11.75376142,13.13269432,6.56948832,20.18350703,1.361401871,-0.813800119,0.547601752,0.809044309,0.417004504,-0.392039805,-0.421760314,2.377384448
479,2017,Guerrero,12,12,3607209.756,1745066.22,1862143.536,71882.07644,23752,17962.85022,2381.500746,29114.18956,15051.41737,48130.07644,-29644.12167,18485.95477,70.15471534,76.62413724,73.3105309,-14062.77219,-15581.34948,13.95985198,11.3582432,12.69077453,6.584590752,19.92733478,1.334274403,-0.821801993,0.51247241,0.807111078,0.417259278,-0.389851801,-0.431950192,2.341148948
480,2018,Guerrero,12,12,3625039.983,1752066.953,1872973.03,71356.2053,23992,18057.68672,2088.645527,29179.60188,15134.54436,47364.2053,-30014.09871,17350.10658,70.33002101,76.76504328,73.46905626,-14045.05752,-15969.04119,13.50708762,10.98985766,12.27917056,6.618409758,19.68425331,1.306584355,-0.827966004,0.478618351,0.804945656,0.417500067,-0.387445589,-0.440520415,2.308895391
481,2019,Guerrero,12,12,3641752.502,1758450.762,1883301.74,70829.031,24234,18136.64183,1834.197105,29226.80883,15212.4202,46595.031,-30316.83336,16278.19764,70.50456646,76.90480953,73.62663625,-14014.38863,-16302.44473,13.08561876,10.64693526,11.89601706,6.654488461,19.44916107,1.279467261,-0.832479235,0.446988027,0.802547916,0.417722517,-0.3848254,-0.447653835,2.280288543
482,2020,Guerrero,12,12,3657305.308,1764209.279,1893096.029,70290.52016,24477,18199.64101,1612.837658,29256.28245,15285.07806,45813.52016,-30558.00774,15255.51242,70.67841,77.04349194,73.78332802,-13971.20439,-16586.80335,12.69348638,10.3278821,11.53953308,6.6926324,19.21921039,1.252657799,-0.83553341,0.417124389,0.79994094,0.417932789,-0.382008151,-0.453525258,2.254996349
